#  #1, #2, #3
4.15,215511439602.25,10020.93
4.80,217256192032.93,10057.56
5.36,202392789889.79,10074.08
5.62,203981112254.63,10002.11
4.87,203089794116.73,10050.70
5.72,202454844852.79,10098.89
5.32,213008568569.14,10035.21
5.06,209098831200.01,10050.28
3.58,202794653856.67,10077.50
4.43,219789248426.24,10067.68
4.38,212905808084.34,10051.67
5.03,206581862574.63,10056.59
4.08,200487431493.62,10016.74
5.09,210875022457.17,10022.99
4.66,212836930976.59,10085.95
4.90,209190496122.09,10047.26
5.17,214277058468.19,10033.33
4.04,200075529728.13,10062.73
5.39,203115331784.66,10072.84
4.26,214771926632.14,10092.20
4.35,207768403771.51,10020.92
4.28,201176717294.51,10046.87
5.62,218438900754.62,10049.35
5.72,203993249263.14,10038.69
4.87,204362507753.66,10081.00
5.33,201056359341.47,10062.86
5.02,203955271902.87,10006.78
4.96,203974957557.46,10000.57
5.52,219504031661.68,10053.65
5.28,201157412702.39,10085.87
4.51,209111814171.41,10079.09
5.38,219187476358.07,10069.49
4.66,219641191373.41,10045.46
4.72,216983947598.31,10006.68
4.60,208999981791.23,10077.14
5.39,201542127814.14,10003.12
5.62,209533468870.14,10080.40
4.54,213650867422.55,10027.40
5.01,203126827973.39,10075.84
4.51,205267259161.09,10093.03
4.92,212590051313.10,10041.02
5.19,218464538671.11,10068.56
4.80,219248718065.89,10093.02
4.21,205189896100.94,10082.68
3.96,217861068802.02,10001.33
4.49,203995312208.82,10041.36
6.00,203569776053.57,10027.13
5.47,208863564434.15,10075.16
5.44,211608759490.27,10047.23
5.13,218904156487.71,10030.16
5.18,213120726319.28,10049.92
5.77,205880749447.84,10036.15
5.37,203104481826.01,10049.89
4.95,203029366179.41,10092.85
5.36,201914425362.81,10088.37
5.33,218984340094.29,10069.42
5.35,200385153872.51,10012.78
5.03,206386877058.33,10022.27
5.41,202495664501.36,10077.30
4.38,213563316416.20,10051.98
5.88,207296170067.17,10065.23
5.79,205697304636.54,10052.54
5.34,215802618805.39,10069.52
5.98,208909394652.25,10011.83
4.70,208499802381.42,10038.12
4.95,200645836249.13,10034.64
4.83,203240534257.22,10000.94
4.09,205521357270.50,10060.02
5.15,213577786844.39,10062.51
5.24,217339264860.36,10016.68
5.33,206973662122.83,10061.61
5.50,209660465271.31,10026.49
5.18,211063202434.82,10022.87
4.64,201935185338.02,10013.18
5.49,206782643590.75,10059.99
4.23,201827564513.20,10072.78
4.41,213420253473.00,10079.26
4.52,216379192644.09,10025.50
5.60,212542821833.83,10027.97
6.09,201162043894.90,10049.28
4.16,216229303287.33,10002.92
5.67,205971605609.54,10001.73
5.23,216879220816.70,10070.66
5.21,213912057745.78,10038.50
5.24,211693164107.16,10041.28
5.06,207079873055.96,10060.97
5.70,206255032595.68,10034.14
4.60,200494751664.46,10042.79
4.62,205643678959.33,10038.69
5.04,208534806613.84,10034.46
5.12,213076001970.04,10033.90
4.73,208927723214.60,10066.39
4.57,216384652347.31,10001.82
5.26,214810828414.38,10003.75
5.45,201749319509.85,10089.11
5.20,216392223181.26,10087.66
5.46,203987383231.73,10066.29
6.29,217612904266.71,10010.49
5.35,201417230601.97,10008.03
4.92,211017414814.70,10061.57
4.76,209154733759.45,10066.43
5.28,211720010995.22,10080.20
5.68,215845811501.90,10079.64
6.06,202235553563.30,10054.85
4.81,204555962796.21,10080.77
4.91,216488564575.46,10090.55
5.72,213411326902.54,10045.39
4.23,205405780410.53,10070.85
4.81,200374500371.57,10021.05
4.97,201728135940.96,10011.52
4.73,208804599047.79,10031.44
5.65,215375977046.96,10026.26
4.59,213084239315.81,10005.59
5.25,204380557287.82,10008.74
4.29,208974166374.72,10013.20
4.65,207457178203.53,10047.83
4.62,202581855331.52,10095.30
4.27,218808354312.10,10085.97
5.71,211223672527.80,10083.15
5.90,212387555423.94,10056.60
4.63,215956038708.09,10028.61
5.18,217522656758.65,10039.12
5.12,202805040418.75,10048.54
3.77,210467818228.53,10009.57
5.27,202980535186.21,10070.12
4.64,207232374821.00,10012.55
5.62,208518865808.01,10020.06
4.79,206160275197.90,10067.40
4.82,210090098158.49,10005.56
6.10,210817124215.14,10034.18
5.06,216934054389.07,10010.46
4.38,211648361785.57,10019.73
4.98,218271205510.77,10017.57
5.43,218684430931.53,10057.54
4.03,218768604355.92,10033.90
4.63,203571439309.05,10012.13
5.05,214652712613.32,10066.63
5.24,207134895561.43,10022.92
5.28,208610830586.97,10014.34
4.85,213405720124.01,10078.55
5.11,218745068545.34,10005.90
5.15,209289570497.06,10059.26
4.96,212861364726.95,10007.93
5.46,206204554233.54,10047.18
4.75,211748777223.82,10020.34
4.71,204029574195.55,10095.00
4.53,209437453414.25,10069.67
5.28,211991547306.34,10068.95
4.46,211095950590.06,10094.04
4.70,212081136281.14,10066.71
4.21,207802561283.19,10002.14
4.44,202763909887.45,10099.72
3.90,204665177475.91,10093.33
4.69,209996318056.23,10031.13
5.30,217777946703.93,10005.71
5.43,217086282099.62,10082.76
4.13,202468520375.39,10024.61
5.36,207367587794.62,10077.50
5.46,210926252562.74,10086.45
5.07,214877279785.19,10067.30
5.10,213216030628.14,10079.87
4.89,212795013173.02,10030.07
4.87,201508326750.93,10082.98
5.17,200232923147.47,10097.78
6.09,218100142380.08,10053.87
4.66,202325257361.64,10010.04
4.78,204504172722.95,10016.38
4.32,212898807672.88,10045.12
5.24,204917385922.81,10034.29
4.50,211172974636.65,10029.44
5.20,216282048242.40,10008.20
5.38,200876901122.01,10056.79
4.81,202557164176.41,10028.96
5.47,208678784474.60,10034.48
5.24,209135866968.83,10005.59
5.18,207444817857.03,10041.93
5.83,217888009947.22,10032.80
4.49,202294326942.81,10029.39
4.47,216798810185.08,10018.06
4.86,216713323739.91,10041.98
4.54,218368867055.64,10044.83
5.02,201216081263.64,10032.87
5.85,211909745526.80,10082.47
5.22,211426296881.66,10048.87
5.09,206547491772.40,10027.92
3.99,218793646170.86,10064.33
4.84,210910712912.10,10000.32
5.08,217094425187.88,10089.34
5.29,213733979355.25,10024.85
4.66,208587257097.18,10072.95
5.44,210633383955.14,10030.38
5.36,216192705604.60,10061.62
4.17,206666005761.54,10085.11
3.90,203486052663.57,10082.86
4.70,219132146053.33,10066.49
3.91,203312531324.16,10022.37
4.96,212212153259.61,10086.60
5.36,213740595654.34,10046.42
4.52,213041828088.29,10087.59
5.61,203854047185.23,10063.85
5.51,201602220872.28,10069.68
5.72,202660998619.34,10002.47
4.45,210935750767.52,10088.35
4.32,205036562649.19,10063.92
4.83,205280211491.04,10049.58
5.20,212637651988.60,10004.84
5.01,214250521726.75,10064.50
4.19,212705483739.88,10057.34
4.82,218250211210.28,10049.59
4.38,203765846304.63,10070.09
5.39,211230592016.31,10096.09
5.48,204712637810.64,10063.67
5.02,208827188820.16,10006.78
5.39,216358994141.60,10086.94
4.39,218746559159.81,10011.19
4.87,215579537124.07,10031.16
6.07,217629904384.51,10029.39
4.59,204206573285.40,10005.69
4.96,211689936245.28,10058.92
5.45,218666374493.20,10047.24
4.87,214378563155.39,10062.62
5.23,213687348301.39,10064.39
4.98,214046069130.33,10003.05
5.12,218636537660.51,10081.87
4.35,215464930093.61,10015.32
4.83,209132927174.24,10016.60
4.94,205646916257.88,10005.44
4.93,202781630473.01,10077.32
5.53,218662363176.42,10039.53
5.31,216616394414.23,10088.75
4.41,210278456966.37,10016.80
5.01,205104011002.55,10035.35
5.01,204927675622.99,10033.62
5.39,216196434271.81,10092.33
5.44,211881771803.84,10095.67
5.40,207530705307.01,10072.57
4.61,213609189016.36,10024.18
5.25,211732130795.74,10081.73
4.88,211015127727.21,10087.85
4.86,201625836441.97,10048.11
4.98,202132220375.42,10014.47
4.97,215673570408.06,10040.71
5.23,219903794604.11,10006.59
5.06,201417370375.81,10048.51
4.54,212084018144.91,10042.20
5.05,205015298052.55,10007.89
4.60,218679153778.47,10014.14
5.50,212372715158.61,10078.03
4.52,211925884029.35,10029.70
5.18,209920372861.46,10074.96
5.02,212600056393.36,10087.85
3.63,211015226529.40,10082.98
5.03,200648795266.85,10058.31
5.39,216520632608.56,10035.26
5.02,213706728789.18,10061.17
5.67,206122614136.34,10087.93
4.24,208214129905.74,10087.38
5.85,216380299624.36,10042.51
4.56,206210867566.10,10091.88
4.96,207460625596.43,10083.29
5.60,218925278203.97,10040.47
4.46,216256113923.89,10061.93
4.87,205078934458.16,10062.58
5.37,201499929993.09,10032.02
5.77,218974965686.97,10022.54
4.37,204823836023.08,10081.88
4.16,203331520621.36,10061.39
4.84,207692632081.68,10059.19
5.66,200596084034.84,10060.85
4.91,213889059802.96,10055.63
5.11,212767163742.17,10013.16
5.48,207313684438.61,10047.56
5.06,214835638238.16,10002.93
4.59,216640704679.66,10021.53
4.87,200404378849.96,10070.95
5.13,217867651740.45,10001.36
4.35,203225266121.10,10063.57
5.06,201084199237.17,10013.42
5.48,213132305071.57,10034.93
6.33,216306523269.95,10069.39
5.52,200027940138.05,10016.19
4.63,201765371301.76,10043.53
4.87,208171980068.91,10029.36
4.46,202623891083.83,10076.57
5.83,200444294625.37,10060.45
3.98,219852641095.68,10066.79
5.00,203653757714.83,10097.16
5.96,202495102439.68,10073.90
5.32,210840233914.68,10076.48
5.14,200258515781.99,10007.66
4.80,214920322920.78,10087.98
4.25,210376063569.54,10011.95
4.67,213270908558.83,10056.13
4.95,210621857493.13,10008.65
5.29,202025852638.37,10002.76
4.56,210891137351.67,10022.92
4.72,209736077007.96,10049.08
4.57,203782072496.70,10005.16
4.47,208361396307.47,10013.82
5.02,213278315304.22,10082.37
4.54,205200243791.31,10055.37
4.44,214717280798.39,10051.46
5.09,203046283240.74,10085.28
5.83,200346896712.61,10007.15
4.68,205007598446.48,10058.02
4.72,200004068275.62,10078.85
5.04,219484817822.48,10069.43
4.48,219834822386.92,10032.38
5.23,204073027478.33,10057.89
5.19,204328304783.82,10068.37
4.35,217016338592.12,10060.70
5.12,208255510919.32,10020.59
4.83,209049758985.78,10060.00
5.20,215434743266.22,10071.83
3.76,216673371301.08,10045.88
5.59,203489829197.30,10052.39
5.68,216585257279.74,10085.00
4.67,211539607076.20,10074.30
5.05,212537497683.84,10037.40
4.49,204220610537.26,10075.30
4.62,212991072548.28,10009.18
5.80,207816325202.53,10040.06
4.60,209020001709.05,10008.39
4.50,208138431210.96,10097.26
4.78,219201059415.64,10034.56
4.91,211597959936.34,10002.21
5.07,204177940038.36,10009.06
5.10,218592342792.53,10032.76
5.22,204094021421.12,10098.05
5.75,213140972184.35,10026.93
4.45,217742165364.42,10064.85
5.84,210511593219.78,10012.32
4.24,211670365926.35,10058.74
4.83,203990585317.19,10053.34
4.72,217949727906.25,10079.49
4.47,219064582447.55,10041.69
5.92,207620918327.33,10020.37
4.72,205425977621.56,10001.00
5.49,201942495574.46,10066.23
4.12,216582414869.66,10065.76
4.82,216487055533.21,10064.71
5.49,217816352212.05,10043.19
5.00,208574814228.58,10049.17
4.66,217104792872.84,10096.38
4.77,204215730038.25,10094.74
4.68,208841067488.46,10012.64
6.60,209422373994.64,10087.98
5.01,215271779791.04,10076.41
5.30,205114035052.37,10011.61
5.10,219905488854.60,10089.24
5.87,204305104953.31,10094.38
4.85,217803316831.60,10053.42
5.50,203114320943.85,10029.34
4.34,218198552300.81,10079.12
4.44,204572414577.43,10072.49
5.66,201689053160.42,10096.78
4.81,213106018058.81,10052.37
5.05,203061195626.04,10081.76
4.23,218090556793.12,10058.58
5.22,219348176067.98,10056.92
5.33,203184583489.08,10025.84
4.40,216915298934.73,10004.03
4.49,212112521703.94,10047.41
5.09,205237794202.47,10032.74
5.77,201674556156.62,10016.54
5.03,201009263548.78,10083.98
5.31,214246648128.45,10004.52
4.50,214239479962.49,10091.20
4.98,214175396097.67,10048.88
4.06,210087052877.53,10045.04
3.73,216797766873.30,10075.76
5.96,204744081016.46,10088.79
5.23,216462048889.44,10008.14
5.42,200874067476.36,10006.52
5.14,204449857037.71,10043.48
4.83,204738136743.77,10029.33
5.43,212525280638.78,10087.81
4.76,218924489974.30,10003.00
5.77,215044681126.35,10044.53
5.08,215354971273.30,10075.91
4.73,206704604944.81,10067.97
6.03,211253092978.28,10013.90
4.58,206997995230.06,10086.34
5.40,206036101689.08,10067.65
5.03,202027946349.19,10003.36
5.22,206015083732.69,10060.90
4.72,217405020599.94,10098.18
5.86,202007833585.53,10041.78
5.09,217048672295.39,10044.75
4.06,218303344609.24,10084.36
4.74,215158958564.34,10054.54
4.41,205910484939.92,10019.28
5.29,204215777975.33,10089.35
5.57,212098808120.07,10039.12
5.04,218085889508.38,10021.50
4.72,201615137038.01,10011.16
4.87,200186203503.26,10086.95
4.52,200076235979.39,10037.90
5.15,206677781591.66,10086.28
5.19,217219481600.82,10041.97
5.06,211772559470.52,10067.59
5.34,209540057190.23,10099.78
5.04,210756208160.17,10076.04
5.15,201558525008.33,10044.62
5.66,205206028905.43,10054.91
3.87,208205372247.11,10088.64
5.01,202109049607.31,10059.04
4.49,216546628531.19,10074.85
4.53,207637271570.75,10014.30
4.74,200280045396.80,10041.79
5.06,203629682016.79,10086.53
5.14,201476280554.41,10024.43
5.84,218240279680.59,10014.30
6.01,218999382656.90,10051.14
4.72,207126217375.89,10022.65
4.80,208588230602.32,10091.74
5.06,216126740204.73,10041.11
5.50,202075842954.88,10046.40
4.18,206806343820.59,10011.17
5.54,201694819212.24,10086.70
5.10,201541264725.50,10018.96
5.41,215839653915.20,10076.83
4.55,219561766104.65,10019.62
4.99,207351519637.36,10065.54
5.12,213099373058.83,10079.39
4.40,202928777116.55,10009.05
4.90,219506178502.86,10046.18
5.82,206252747534.10,10048.93
5.36,206095096585.71,10072.15
5.27,215846505904.27,10016.24
3.78,201477607791.78,10019.07
4.48,202890989972.56,10084.91
6.05,216245600221.07,10060.06
4.81,215779405901.80,10011.06
4.75,214383281880.78,10041.07
4.97,208801363791.53,10073.67
4.42,219062127893.46,10085.04
5.27,213463613685.91,10029.91
6.09,213599057399.29,10052.01
5.07,204762119580.04,10018.92
5.37,204587128690.19,10040.14
5.11,201072958215.19,10006.29
5.51,204787499111.96,10072.86
4.84,209674049839.65,10076.01
4.64,206681025494.94,10085.89
5.11,205194562345.18,10033.27
6.30,203375538679.04,10074.43
4.88,200153293150.21,10061.22
5.10,211135720591.09,10070.49
5.46,219808312992.57,10058.97
4.81,212269913488.23,10097.69
5.34,200131015438.80,10094.14
4.29,218559560235.29,10008.42
5.73,209191843570.44,10093.56
4.64,204968495703.98,10041.27
5.21,219267249997.20,10000.87
6.16,208884518273.25,10086.23
5.26,207677179589.70,10087.86
5.50,203190538795.80,10085.06
4.34,208014004086.63,10058.95
5.18,207829079104.10,10026.00
5.39,207477035041.44,10097.68
4.76,205575062818.13,10062.81
4.86,205955667575.31,10009.84
4.92,200139889719.19,10042.47
5.15,209220486988.89,10053.86
4.91,215852970407.48,10012.82
5.18,203288584240.58,10098.68
5.05,214337529721.08,10052.70
4.46,210885629050.74,10014.22
5.18,200012917278.65,10004.58
5.69,206814137565.83,10093.05
4.38,212969010467.60,10055.29
4.42,201281517975.19,10051.61
4.62,214823698075.56,10082.61
4.86,217048126034.48,10079.82
5.22,212958768714.26,10045.69
4.81,204050175500.64,10075.73
5.08,210135987129.05,10022.24
5.60,219285766121.48,10059.85
5.51,218720532574.56,10066.47
5.50,208506928200.58,10021.71
4.93,215632305520.14,10045.55
5.71,212972187354.58,10091.54
4.37,207917546334.89,10060.25
4.41,201904937242.01,10089.29
5.10,219777168559.29,10052.86
5.09,213887535244.17,10051.92
4.67,209286176311.37,10078.65
5.65,212844355664.37,10097.26
5.35,216230947762.26,10050.91
4.74,214973551622.74,10058.92
5.37,217569216311.03,10048.71
4.13,208672430662.69,10053.93
4.73,210066168651.73,10035.60
5.02,201676635344.89,10029.98
4.72,210561878218.63,10067.67
4.40,207622294400.84,10076.35
5.53,203291697994.08,10098.16
4.70,205858162165.40,10069.84
5.02,215688825888.91,10068.23
5.40,204556108852.45,10017.96
4.49,201754826237.26,10042.20
4.33,210071076750.62,10052.38
4.88,214984232208.25,10061.97
4.17,200248852063.67,10033.84
5.28,213111880252.98,10036.57
5.00,204887124624.52,10033.56
4.41,215772899120.31,10049.76
5.51,201352285941.34,10083.59
4.34,217319365700.33,10077.16
5.10,200602560116.48,10027.06
5.78,202543070434.55,10061.45
5.80,213493076738.10,10052.19
5.68,210669527280.66,10071.69
5.46,200590192148.10,10099.49
5.32,214023152896.37,10079.44
4.67,216670389428.00,10059.53
4.17,208827842212.76,10024.68
5.19,203890036623.37,10044.95
4.28,203337488913.56,10071.14
5.20,214064137183.18,10092.10
4.61,212754166774.36,10084.91
5.30,214134527042.64,10028.22
4.67,213342713304.81,10005.46
5.23,216359745036.15,10014.64
4.84,203405254435.56,10063.28
5.16,219566455063.40,10075.22
5.11,217549438049.52,10063.79
5.27,207361810439.96,10035.34
6.16,207887218986.15,10031.07
4.36,203628790963.17,10040.10
6.00,201933289389.77,10054.84
4.87,211976767427.41,10008.37
4.12,213521828937.47,10076.58
5.40,217844222559.31,10058.16
5.74,202188429324.86,10034.11
5.63,200280086869.35,10030.63
4.68,218799560946.22,10014.83
4.59,216421826233.95,10043.62
4.81,207136384258.93,10044.21
4.88,208978129650.99,10054.50
5.87,216890110595.38,10036.68
5.15,200952282392.66,10079.93
5.00,218962377798.13,10045.95
5.06,218849448328.18,10059.32
4.58,206183048378.87,10036.15
5.77,218840262286.74,10043.92
5.17,218967119310.59,10026.91
4.33,203464642316.25,10095.76
5.27,219558804983.28,10092.80
5.62,205465789661.20,10073.00
4.76,213037917967.05,10002.77
4.81,219153803942.03,10045.47
4.88,208881213138.87,10009.85
4.91,207135738084.24,10019.46
4.91,216890852703.74,10059.13
4.64,208358651063.01,10095.78
5.09,215862634003.08,10001.57
4.64,218450752564.81,10034.56
4.65,207680960573.96,10089.10
4.42,218468997732.59,10001.63
4.69,205919812099.12,10094.70
4.69,215192861476.09,10018.98
4.95,207278856053.47,10024.80
5.30,218655107733.28,10027.76
4.48,201563894886.92,10074.33
4.81,210640409916.19,10098.14
4.64,201709836554.19,10008.26
5.66,205330129378.44,10093.70
4.98,213908975765.77,10096.17
5.38,202999443248.23,10076.17
4.99,211614411002.91,10066.04
4.71,214733574860.22,10051.31
5.60,216187318697.57,10024.01
5.16,218224210054.16,10068.25
5.30,205121717428.36,10011.77
5.53,219326179205.15,10076.21
4.18,213482418577.75,10054.65
5.10,215770885752.09,10031.04
5.17,208956868414.32,10008.57
5.44,218819500230.18,10059.61
4.71,206118628836.91,10080.41
5.01,210254874288.43,10086.50
4.62,217254176835.56,10095.62
4.70,210616042428.42,10094.42
5.28,201312347637.69,10093.00
5.98,216947612221.93,10000.77
4.92,212530954267.27,10012.61
5.24,212607230073.79,10094.71
3.89,212044536248.58,10071.47
4.76,210430043924.90,10054.43
4.90,211806696692.15,10029.34
5.25,209358830496.41,10054.41
4.35,208696801145.01,10049.21
4.79,218790145496.69,10021.33
4.63,210375334973.64,10040.55
4.96,204135082863.79,10005.21
4.90,209185166050.42,10035.94
4.31,204316964829.01,10091.28
4.63,209962990449.36,10090.72
5.44,217552352897.13,10068.96
4.58,209550476496.51,10063.20
5.29,208098901798.56,10082.66
5.04,200330445888.49,10001.56
5.65,219958435806.67,10084.02
5.65,207029024240.07,10029.50
4.83,211629886554.91,10064.96
4.69,215712085714.38,10018.85
4.86,207647640947.61,10090.08
5.09,202841736151.59,10055.35
4.07,219971515165.06,10065.44
5.46,203556878221.72,10062.27
5.01,211984732830.02,10064.18
4.42,206573266347.32,10014.02
5.54,214686829049.93,10032.99
5.40,215660529103.84,10032.64
5.30,205555046200.17,10050.75
5.15,204392395817.57,10002.10
4.61,211219902948.28,10001.92
5.55,213616757064.86,10008.89
4.73,203023462732.88,10055.16
5.69,201205663023.12,10020.48
5.18,214810917001.25,10077.29
5.04,218369899408.76,10007.35
5.07,206464601181.95,10082.58
5.42,208937587385.77,10085.91
5.35,201425813715.35,10055.62
5.22,206962688270.93,10074.95
5.89,204368550033.36,10054.13
4.96,219528738832.53,10062.67
5.26,201035684934.38,10098.28
5.04,210228017493.95,10040.92
5.04,209128138040.22,10093.65
5.76,209448495859.62,10090.96
4.61,214152490260.44,10068.39
5.72,205811670391.23,10031.82
4.57,204396347456.29,10092.98
3.34,202259340545.95,10073.95
3.82,207276863367.70,10007.45
5.35,217131716344.25,10021.86
4.97,209198115297.46,10070.49
5.29,214891713883.15,10063.31
6.15,214279398331.01,10074.46
4.62,216168083763.43,10082.71
5.00,215540853522.21,10074.39
4.51,206523442115.45,10024.61
4.43,218676839741.23,10099.00
5.49,204267976446.47,10087.26
4.83,219307571556.21,10014.88
5.02,219513549879.38,10071.39
5.61,204984075135.02,10036.37
4.94,203411396094.22,10045.48
5.60,205991467798.68,10097.18
4.50,209768202163.70,10063.93
4.64,219327639761.58,10054.55
5.37,202698766328.73,10050.05
5.17,200572765319.95,10057.15
4.24,201791204996.78,10086.70
5.40,218154840722.75,10086.43
5.17,210901159683.36,10025.65
5.60,208999165974.75,10051.07
4.04,212378106761.49,10081.12
4.63,203466158281.51,10054.35
4.26,219913448328.90,10053.08
4.56,200665464713.90,10090.51
4.31,211526701535.34,10066.98
4.68,214864020302.71,10055.01
5.64,201687449508.39,10008.21
4.88,202450157619.71,10072.62
4.36,200367324526.46,10045.10
5.38,211487575540.34,10018.96
4.99,210236334180.78,10087.34
4.98,218084563522.04,10063.74
4.65,214247054624.74,10075.56
5.32,214722866299.75,10020.86
5.06,214339693531.51,10064.03
5.31,206194138995.81,10058.68
5.15,201560361041.34,10096.26
4.64,217101043740.56,10000.85
5.47,200118156001.64,10049.61
4.34,217075899851.58,10064.24
5.11,204919011653.86,10001.59
4.11,215862577352.32,10075.83
5.23,215117494067.22,10049.05
5.83,205847945646.07,10008.10
4.03,206301810112.34,10079.72
5.71,209752595355.25,10030.12
5.30,212211919498.07,10086.52
4.57,214458551881.56,10080.79
5.41,211655239481.75,10088.42
4.80,215302105097.97,10013.36
4.98,219328868473.09,10051.60
4.67,201453456570.47,10093.18
5.36,213673775747.92,10021.80
5.29,201368828897.28,10024.18
5.15,205001795346.68,10082.70
4.79,211360531780.30,10091.24
3.89,211499669857.16,10038.57
5.03,201234574280.00,10013.45
5.57,216991252779.68,10026.44
5.31,212700458876.62,10008.24
4.98,214980210401.07,10029.61
5.84,201907342479.34,10049.57
5.21,204184708135.27,10074.48
4.63,216284780748.78,10043.75
5.01,216082723229.24,10036.10
4.59,212746270185.45,10059.80
4.95,210214813740.17,10004.65
5.09,200175859240.31,10005.62
4.64,201090284842.02,10074.93
5.69,217094352542.26,10050.76
4.95,201417203441.58,10010.80
4.72,213228157913.62,10002.78
4.42,200249562814.82,10090.78
5.23,200591193363.06,10072.26
4.47,204730924804.30,10017.96
4.36,210566200793.16,10001.83
4.83,207102953349.98,10077.75
5.21,207906141789.19,10012.93
5.25,209588608315.87,10028.14
3.89,218125447750.40,10077.73
4.63,202661683330.68,10033.88
4.77,217940425800.89,10002.91
5.07,215366453460.22,10097.32
5.83,202103232573.11,10021.32
5.30,203829442814.96,10095.51
5.42,208053938761.71,10051.51
5.37,205964975012.78,10002.53
5.64,219540363846.08,10041.97
4.67,210588236592.82,10080.17
4.58,214189238264.77,10055.69
5.13,217302844083.65,10078.16
4.14,216767936742.46,10090.37
5.87,202556897911.81,10038.45
5.07,200178251673.88,10070.75
5.48,204975351898.28,10057.40
5.26,200477075786.55,10021.09
5.93,211756422799.59,10088.55
5.48,211887132422.67,10013.60
5.11,209022201225.62,10026.98
4.94,219589636165.29,10041.88
4.80,218698634843.00,10062.11
4.87,216757558825.39,10013.02
4.48,215622636643.00,10049.36
5.02,209765531314.60,10022.39
4.47,208384550138.64,10018.56
4.88,211706037287.93,10052.78
5.15,217273636060.13,10060.74
4.70,211203201448.24,10079.89
5.08,200351726976.13,10042.39
5.04,206431540192.64,10046.96
5.46,216713168851.56,10093.48
5.79,206108909451.36,10096.26
4.61,211546961329.63,10035.44
5.04,215097122032.46,10032.37
6.08,213596605365.07,10009.33
5.25,208387448041.58,10053.53
5.08,210753504258.97,10010.33
5.49,216630456152.80,10046.70
5.78,218026691301.92,10079.95
4.76,202256957671.62,10085.96
5.25,210892289040.53,10058.07
5.00,210586498264.47,10050.66
4.87,209281338389.83,10069.27
5.38,209070835773.54,10049.51
4.56,214581640105.05,10085.05
4.39,217989395842.39,10083.83
4.38,202783000483.48,10072.07
5.45,205629659786.48,10097.14
4.41,207251001978.75,10057.23
4.21,201620423399.63,10036.74
4.91,211435795871.23,10015.14
5.55,213131220766.20,10098.20
5.14,203331546552.70,10081.70
4.94,215145039207.92,10036.00
4.39,211135314063.02,10054.73
5.75,200496161732.98,10097.10
4.79,206415109109.60,10038.27
5.83,200721795633.35,10014.95
3.88,207963035377.97,10025.99
5.23,218937762383.55,10000.55
5.19,202789095874.55,10043.97
5.19,204306347565.24,10047.97
5.67,216231818758.81,10089.44
5.62,203625355094.27,10082.49
4.36,209658819982.53,10094.46
4.88,219861736504.94,10004.74
5.57,206472963582.66,10069.53
5.02,201750288678.67,10063.12
5.64,218483125191.82,10021.85
4.86,203717575754.85,10046.26
4.50,202434865377.64,10074.06
6.04,206420321385.49,10057.96
5.49,200488522319.04,10088.58
5.20,219436464469.38,10032.04
4.72,218434234887.08,10024.23
5.20,216812867167.75,10008.49
5.06,210521691416.45,10020.84
4.77,214513341077.32,10088.36
5.34,209250218119.41,10089.83
5.11,208910584581.77,10042.88
4.07,206323512281.03,10080.92
5.14,207675096214.70,10025.09
5.01,205180213171.47,10071.94
4.81,214734519342.39,10047.23
5.64,208378391345.15,10066.21
5.62,212806857808.35,10038.42
5.18,208528460021.65,10082.56
5.64,210128377826.61,10092.85
4.01,200936535611.86,10070.54
4.43,211353541237.48,10057.21
5.08,209118319051.53,10031.94
5.21,207291359878.93,10009.71
6.32,216908156061.42,10032.76
4.14,204712001191.88,10005.56
6.06,210032371938.46,10044.08
4.91,210068516628.30,10082.49
5.66,218459172636.83,10025.73
4.98,211806963804.99,10009.86
5.18,206736985288.98,10035.44
4.38,214516373214.06,10042.94
5.08,201045030413.36,10085.15
4.91,214657198464.79,10086.00
4.34,218854634205.98,10076.82
5.54,213990962729.45,10003.42
6.16,206319191371.17,10011.84
5.60,203741593280.09,10073.63
4.42,216963510642.69,10093.59
4.83,204767084871.46,10042.25
5.14,206421255329.59,10009.26
5.30,217592220954.62,10078.65
4.86,213943912545.75,10014.77
4.87,208658877709.65,10071.29
4.75,211312438079.67,10010.91
5.23,206422735047.10,10045.22
4.46,209076406027.81,10011.68
5.55,216369868529.49,10048.67
4.89,208195519787.25,10036.89
4.47,208268816079.81,10006.11
4.94,203770038701.90,10056.80
4.45,216129107144.22,10087.62
4.82,210654584742.14,10059.69
4.42,205132264513.06,10046.59
4.61,215129335469.28,10051.74
4.69,208568056971.12,10002.20
4.94,205793952773.11,10004.37
4.14,209333585391.02,10032.96
5.08,218318041183.91,10022.48
4.90,203213300147.95,10040.30
5.23,218983475458.50,10001.70
4.55,203504542695.77,10074.96
4.60,219293967747.11,10095.79
5.35,215384616050.82,10019.23
4.77,208426631385.93,10099.57
5.90,213672302926.05,10023.66
5.94,213783486228.02,10013.62
5.52,203773088826.90,10002.21
5.09,217805620318.87,10098.40
5.70,208232626189.95,10023.87
6.00,219130565227.33,10024.31
4.06,204410887643.29,10053.93
5.24,219258812841.07,10064.44
4.74,214786758306.70,10072.30
5.15,214884524321.39,10079.67
5.02,214761563718.64,10056.24
4.46,206173790036.61,10040.40
4.86,210367978314.83,10015.09
5.09,216116822240.40,10062.98
5.35,213273166502.88,10010.23
5.12,201219300337.61,10036.00
4.80,202490032994.06,10088.36
5.66,207228450501.38,10028.55
5.28,213479336764.41,10002.01
